year,industry1,industry2,industry3,occupation1,job_vacancy,quarter
2005,services,real estate and leasing services,real estate and leasing services,"production and transport operators, cleaners and labourers",200,Q1
2005,services,professional services,"legal, accounting and management services",total,500,Q2
2005,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",400,Q3
2005,services,professional services,"legal, accounting and management services","clerical, sales and services workers",100,Q4
2005,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-,Q1
2005,services,professional services,architectural and engineering services,total,200,Q2
2005,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",200,Q3
2005,services,professional services,architectural and engineering services,"clerical, sales and services workers",-,Q4
2005,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",-,Q1
2005,services,professional services,other professional services,total,500,Q2
2005,services,professional services,other professional services,"professional, managers, executive and technicians",300,Q3
2005,services,professional services,other professional services,"clerical, sales and services workers",200,Q4
2005,services,professional services,other professional services,"production and transport operators, cleaners and labourers",100,Q1
2005,services,administrative and support services,administrative and support services,total,1300,Q2
2005,services,administrative and support services,administrative and support services,"professional, managers, executive and technicians",100,Q3
2005,services,administrative and support services,administrative and support services,"clerical, sales and services workers",1000,Q4
2005,services,administrative and support services,administrative and support services,"production and transport operators, cleaners and labourers",200,Q1
2005,services,"community, social and personal services",education,total,200,Q2
2005,services,"community, social and personal services",education,"professional, managers, executive and technicians",100,Q3
2005,services,"community, social and personal services",education,"clerical, sales and services workers",-,Q4
2005,services,"community, social and personal services",education,"production and transport operators, cleaners and labourers",-,Q1
2005,services,"community, social and personal services","health, social and community services",total,800,Q2
2005,services,"community, social and personal services","health, social and community services","professional, managers, executive and technicians",400,Q3
